free_text,label_id
Trường hợp này có cho tao cũng đéo húp Levi said,0
Quả demo làm e k ngủ dc =)),0
Hết lòng tin vao các bác rồi... thương dân miền trung lắm... cố gắng lên,0
Vâng quan trọng là chị đã có LỖ chỉ dùng LỰC là tiền nó ra thôi ^^,2
Anh nói rất là hay,0
Lê Thư bớt ngu,2
:v bắt gặp ở đâu vậy br,0
Đại Nghĩa viết nhanh quá nó tự cho chữ =))),0
giống MTP vd ae ạ,0
Chúc mừng các em chuẩn bị vào đại học nhé. Mà thời gian nghỉ các em ăn chơi cho đã vào nhé và chuẩn bị tinh thần vào đại học nha.,0
"nhưng ý đang nói nó chết thì vẫn phải đóng tiền mà mang xác về, chứ ai đi chở xác không công cho nó. Y như cái vụ này thôi",0
Ếch Xanh bút này chym bé lắm k mua,0
Chi ba oi cho e tien cu gup nguoi nheo di chi,0
Này Trần dần già sắp chết rồi nói bậy nói láo tuổi con cháu khinh thường cho,2
Đánh răng hết mẹ phim,0
9 năm sau ông ở đâu?... câu hỏi thâm thật!,0
"Cái gì cũng có giới hạn cả ? Biết chịu nhịn nhục nhưng cũng có giới hạn , kh phải hơn thua hay gì ? Mà phải có gh ? Người như phải con động vật đâu cứ ngồi im nghe chịu đựng ? Rồi dỗ dăn bao dung ? Giới hạn cả nhé !! Đừng cho mình là nhất ??",0
Ana Đoàn Thư đú trend sớm thế,0
Cứng quá :)),0
Tiên Võ :))),0
Đạt thơ đâu vậy 😅😅,0
Chi ơi chi chửi con trang Lê đi chi nó đang chửi v n minh dữ lắm chi e ủng hô chi,0
Trịnh Nam Long Bị ngu à ? Quốc tịch VN thì vẫn là người VN đi định cư nước nào kệ cha ngta? VN chưa cấm thì ông bớt lên tiếng hộ cái lo chuyện bao đồng. Thứ ích kỷ cùng là ng VN mà ganh nạnh,2
":( em ở bên czech, đeo khẩu trang cũng bị dân chúng nó nhìn nó kỳ thị đây!",0
Viêt nam tât chiên tât thang.,0
Linh cẩu,2
Ai muốn làm cv bán tời gian ib mik,0
Có cái nào xách tay hay2 thì để lại cho ae nhé ml 😄,0
Ad ns vậy chứ 100 tỷ thì ông nọ bà kia nhịn à 😆😆,0
Vậy trc h là con Bóng Long Xiên??,2
Đề nghị sống chậm,0
Sống nhanh lên các bạn :3,0
nhin`nha` que vl 😒,1
Thầy tuu,0
bán lẻ khongg,0
C sửa riết nhìn như bị hư,0
Quê em da trắng nước trong v:,0
Hoàng Trung Dũng haha. E tự đi đc,0
cái này là ảnh thật nha mấy ông kia là chị Trang á,0
Nam Đoàn Kris giỏi thì chết còn lơ ngơ như anh chàng ny chị Emily ngủ cả buổi kia thì lại sống😂,0
Vaicalon =))),1
"Nhạc hay , nhưng mà mn có nghe đk lời bài hát ko",0
Liên quan gì mỹ bảo vệ vn?????? câu chuyện đó phải nói là mỹ bảo vệ 3que nhen hông,2
From Cà Mau With Love!!!,0
thời gian vàng bạc 😑😑,0
Dep qúa người đẹp,0
Giật mình tưởng Khánh,0
Cua nhỏ ko dám ăn ăn mấy con cua thế này cho đỡ tốn tiền,0
Như Quỳnh hải sản nè em,0
đc anh ưiiii,0
Lời tiên tri,0
"Các thanh niên đang bật chế độ tự động hay k thì k biết, nhưng đang nói về vụ ngập mặn sông cửu long lại sọ sang boxit tây nguyên với chả nhà nước hỏi ý kiến dân",0
Phạm Ngọc Quân chắc k đâu :)),0
Nhưng mà ngt chỉ trách kế toán thôi!🤣,0
Nói chuyện thể hiện văn hoá lùn nhỉ?,0
Nguyễn Thị Hồng loại này hôi lắm 🤣,0
Nguyễn Nhật Vy nhạc hay lời nghe muốn chảy máu tai,0
Công Vinh khox',0
Có dạy làm ngành k thầy? :)),0
Đang quạo mà bắt chụp hình 🙂,0
Hình như là van thiên tường đêm lạnh chùa hoang,0
Ngô Hiếu Giờ cmt ảnh này là bị ban chết me đấy ông ạ :v,1
lừa hết các bạn ạ=))),0
Vũ Vũ mua sẵn chuẩn bị đi cô,0
Tủnn Tủnn phục l4`n,2
Sách lược diệt chủng dân tộc Việt Nam của Tàu cộng!,2
Tối vô khoanh tay xin lỗi không anh ơi 🤣🤣,0
Đừng đụng đến Bắc kỳ,2
Bông Xù tầm hồn :))),0
chỉ biết cười :)),0
THP vẫn sống và ngta vẫn uốg như thường.,0
Ủa sao đăng ảnh nhóm HKt vậy a?,0
Sai lầm của a là ko đem đến cục vệ sinh an toàn thực phẩm .,0
Cô qua nhà t,0
Phan Linh nó họ Bùi ý thức như đầu buooi là đúng r,2
Trăm năm Kiều vẫn là Kiều,0
"ăn sam lúc nào cũng phải ăn cả đôi đực - cái, nếu ăn con so sẽ bị ngộ độc :)",0
Đéo mang đặc sản của thầy ra cho chúng nó nếm,1
Tăm TămPhuong TrinhHoài Thương ôi sếp người ta,0
Hôm nay admin mày chửi đúng lắm! Yên lặng đáng sợ,1
Đấng chíp chất thật,0
Vần đơn này :vv,0
"Chuyện bình thường như cân đường hộp sữa ở thiên đường này.Các vị nghĩ chúng nó ăn như thế đã là ác độc lắm rồi à.Chưa đâu,nó ăn những cái mà quý vị còn chưa thấy kìa.Không từ bất cứ một thủ đoạn nào,ăn không từ một cái gì.Ăn trên xương máu,trên đầu tr",2
"Ái chà chà, Tèo ơi a ADD e với Cùng họ cùng đệm luôn =)) ae cùng cha khác ông nộii",0
Mv sẽ cảm động hơn khi người dẫn truyện k phải là a độ =)),0
"Hắc lào - lang ben ko chỉ gây MẤT THẨM MĨ mà còn gây ra sự NGỨA NGÁY, KHÓ CHỊU cho người bị.",0
Nguyễn Thị Hồng Ngọc bên trái là uốn r,0
Thu Nhài 🤣🤣🤣 thế thì cách ly nó,0
Sống chậm thoii 😑,0
Tự hào quá Việt cộng ơi. Xuất khẩu nổi nhục đi khắp thế giới.,2
Diễm Thúy đột quỵ á :))),0
Nhận tin Tú đang bị nguy hiểm Abe Sài Gòn bỏ đi,0
Cực kì thuyết phục=)))),0
Tối mạng lag như điên,0
Ai lấy inb tui nhé. Inb trc giúp tôi tui có mấy cái cung hay hay tui gửi cho,0
Cuối cùng đ/c Trần Dần đã giác ngộ lý tượng cách mạng,0
Đáng suy ngẫm,0
Không có tiền nhưng e tin bme e đủ tiềm lực đến khi e tự kiếm được tiền :)),0
Be de ma chui thi thoi roi.,0
Mới nghe đc mấy tiếng trước 😂,0
kkkkkk,0
CEO apple Tim Cook là gay thì phải,0
The old man in the video sounded like a madman! Is he claiming to be another Nostradamus or something? Cuckoo! Did the Coronavirus do something to him already?,0
chậm hơi nhiều nhịp nha,0
Chỉ Có những người ngu lâu dốt bền mới khoe của,2
những câu nói rất ý nghĩa.,0
Được vl thầy ơi :))),0
alo a độ ơi,0
Thỏ Ngọc,0
Nguyễn Đức bạn là chó. Cũng là món ăn,2
Nguyễn Nhật Long vl nắc,1
"Kô ai muốn phải cách ly ,nhưng vì sk cộng đồng cũng như sk chính mình hãy cố gắng lên bạn,bạn càng nói thì cái não của bạn sẽ bé đi nhiều.chúc bạn sau 14 ngày âm tính với corona.",2
Kinh nghiệm tình trường :)),0
ok ah,0
Hợp lý 😂,0
Xem phim cũng phải cảnh giác 🤦‍♂️🤣🤣,0
Quà lủng không thầy ?,0
Diễm Phúc nhìn tay quen nhe,0
😴,0
Hay lắm ad ơi 🙂,0
Heloo abe,0
Công thức đập của thầy ba hayy vãi ae à,0
Trend này hot hơn,0
Lúc đó tui mới thấy ủa sao kì zậy??,0
"Bùi Thị Quỳnh bên a có tất cả các hòm thương hiệu nổi tiếng mà giới trẻ việt nam yêu thích , nike , gucci , vans , adidas , louis vuittion ...",0
Bn ơi bn bt gì về nước hoa ko,0
Hương Hương Huuyen Huuyen này ngon nè,0
hồi bé nghịch ngợm hay bị đánh bị cãi thì lại mong lớn đúng là con người chả khi nào thoả mãn được,0
Đc vl anh ưi <3 <3 <3,0
113,0
Xem,0
Uốn cho tỉnh đi thầy =)),0
"Lúc đầu 500 triệu là tiền của MC Phan Anh đưa ra trước để tiên phong kêu gọi mọi người quyên góp chứ có phải tiền của người khác như stt trên bêu rếu đâu,người ta cũng nổi tiếng sẵn rồi,cũng đc nhiều người biết đến rồi cần gì phải làm màu để nổi. Làm gì,bằng cách nào cũng bị bóp méo,bươi móc nói xấu,đè bẹp cho đc,cần phải xem lại bản thân mình trước đi rồi hãy phán xét,trù dập người khác.",0
Fb tăng thôi thôi giờ chuyển sang insta hay làm vài ních nữa rồi bán lại 🤣🤣,0
Chị ko nói thì kệ chị,0
Nhảm nhí. Mày kiếm đâu ra cái tờ giấy này rồi vu khốg thế,2
Bài viết này đang có quảng cáo. Không có tiền thì sờ chim làm sao :)),0
Đức Mạnhko dẻo đâu,0
"nhìn bác tôi chợt nhớ tới những tượng đài nghìn tỉ đồng, cụ Hồ ơi sao cụ không sống mãi để lãnh đạo. thối nát thối nát.",2
"Nó đang tự chửi nó , lấy chồng còn ( sinh con) ủa mà nó đẻ được không ta ? Vì nó là quỷ rồi !... bọn bay thua con chó là con người thô tục từ thiện áp phe còn phước không?",2
Đi xe đạp cho vui xe điện làm gì =)),0
lên fan cứng đi,0
Phim dở vl,0
MCVMedia  may dung co so sanh lisa tui  do di cho,2
Đúng quá đúng anh eii :)),0
Hải Lê nhưng mà giọng cô sử hay lắm,0
Hoan hô nhà tiên tri Trần Dần,0
Cho dù Jack có như thế nào thì mình vẫn cứ mãi anti Jack.,2
Đang nói vấn đề j ý,0
khi nào tùng đủ 18 bán cho em nhé,0
đào tươi nha,0
Luc óc chó này ăn lắm cứt quá,2
Chuẩn men luôn a ơii,0
Trần Trung Thành giá sao vậy a ơi,0
Coi vui và cảm nhận đc cái chân thật và tình nghĩa.. cảm ơn lisa miss Minh Hiếu ❤️❤️❤️,0
Good luck to me 🤗🤗,0
Nguyễn Văn Tý đỉ mất dạiii ghê,2
ditme tối nay ao làng anh ơi,1
"Di bai quyen qua chuan, hao kingfu",0
Minh Tuấn đừng chửi t mất dạy trong khi đó là hot trend,0
Bác cho e hỏi làm tấm này như thế nào z,0
chu cà mo  (cho cà mu )hahaha,0
Dơ vlll nhưng t thích,1
có giỏi thì ông ad đứng lên để chứng tỏ mình ko hèn đi :v,0
Xuân đương tới là xuân đương qua,0
Ở nhà cho lành😭😭😭,0
Ông Thầy này muốn ngủ gầm cầu lắm rồy nè !!!!!!,2
Đừng có đụng tới cô Minh Hiếu đụng tới cô Minh Hiếu là fan☄️ biết rồi đó 😈,0
Ung thư tuỷ thì bỏ mẹ 😄😄,1
Bà Phù thủy và anh tộc trg bùi to như lõi dấy 🙂,0
Top 1 không cần xem cũng biết:)),0
Võ Minh Hiếu gửi vid cho mik vs,0
Dang Khoa Nguyen vler ! Ở đâu mà chả có người này người nọ hả bạn ! Bắt 1 quốc gia 10 người ý thức cả 10 là không thể. Vậy nên người ta mới sinh ra cái gọi là tỷ lệ để so sánh đó,0
đc cái xl là hay😆,1
Yêu cô ❤️❤️❤️,0
..đừng chửi thâm quá mà hãy chửi kiểu hại não thôi cho vui,0
Chúc gia đình thầy 1 ngày chủ nhật yên bình,0
Sách lược chống virus,0
Át này là vợ lão Tô Huy Rứa đấy,0
Ảnh gốc của aba đây nha,0
Ae đặt kèo nào tài hay xỉu đây trai là tài gái là xỉu =))),0
Kiep sau may con dy bong nay luoi phai thuc vo cua minh moi vua bung tao da la bong ma toi ngay chui nhau xem ma ghet ghe do bong khung lon nhan xet chinh xac,2
Chiều thì bị chị Trang trêu. Tối thì bị anh Độ khịa. Anh đen lắm người mìn ạ 🤣,0
chúc mừng em đã trúng thưởng event lần này nhé! em inb về fanpage + hình ảnh cmt này nhé! Thầy inb em ko được <3,0
Cạn cmn lời ạ🙂,1
Haizzz. Tiền mà kamf như giấy roi sẽ nhận quả báo,0
Nhìn cái google map đang tưởng chơi game,0
"Mới lần đầu xem mình khg nghĩ gì ,chỉ nghĩ bà này nói chuyện nhiều câu kì kì mà có vẻ nói nhiều câu khoe của, xe tập này mới hiểu bà là ai ,duyên ,nói chuyện cũng hay ,khánh chi tân trang lần hai nhìn chung là đẹp trẻ ,nhưng khg duyên và đẹp như trước",0
sừng mọc thì sao a🤣,0
Đây là Nhung sau khi xuất viện,0
Hàn quốc chứ,0
Cho xin chỗ đăng ký visa đi Anh một chuyến 😆,0
Sao kh phải là con gà đầu lân ?,0
thich co cam lan,0
Chương trình đổi tên lại thành táo liên quân?,0
"May nen lam vay ,thi tot ,con kia la danh nhan j ma hai gia đinh hai ca cong đong",0
đang xem hài ai rãnh xem quãng cáo,0
Tui nghĩ con má đó nếu có hết bệnh thì nó cx phải xứng đáng là nhận án tử hình,2
"nó quản lí internet, nhồi sọ dân từng phút từng giây. Dân TQ đông nhưng nói chung nòi giống cũng éo ra con mẹ gì.",2
Trung sơ mi trắng có làm chị em lo lắng :v,0
Dỗi vl . Cay vl :)),0
🄳🅄 🅃🅁🄴🄽🄳 🄶🄷🄴 🄷🄾🄽🄶 ?,0
được anh ưiiiii =))),0
Tai sao người ta.kg trêu chọc người khác mà lại trêu chọc bạn...việt nam có liên quan gì đến ban mà chươi..mặt bạn cũng để cho người ta đăng vậy..hiếm người đc quan tâm như bạn hà..hết chỗ nói,0
Nghe ong này nói mà mất mệt,0
Mình nhận bán sản phẩm trong hình nhé,0
Chim to như lõi giấy vệ sinh sợ gì chết đói,0
Idol nhuộm e cũng nhuộm ké:)),0
Cánh hoa bên đấy là l** bên đây 😰😰😰,1
Thuyên Võ chây thì chết condime với tụi mình r :))),2
khôn thế thầy lòn :)),2
"Nhà không có gì ăn cả, bữa sáng ăn thịt bò thôi, bữa trưa ăn cơm với tôm hùm cua hoàng đế, do nhà nghèo tối k có cơm ăn nên ra ngoài ăn khách sạn.",0
😂,0
Giống nhau như 2 giọt nước,0
máu vậy thầy,0
"Trần Dần đã tỉnh trở lại, đã nhận thức được sự thật lịch sử và nhiệm vụ của người VN hiện tại... Chúc mừng ông đã trở về với chính nghĩa tổ quốc và dân tộc",0
LẠi gáy haha,0
Bolsa tv mượn trẩn dẩn để tấu hài,0
Tròi má cười xỉu á,0
Thuốc lào đấyyy,0
Fan cứng sao nay k hiện cục kim.cương,0
Tộc trưởng vẫn khỏe như ngày nào:),0
Ai ai ??...dám loang truyền tin thất thiệt thần tượng Tran Cọp của mình bị Corona vậy,0
Ng tốt quá lại k ai chơi,0
Bảo Tín lại còn k biết bơi 😭😭,0
"Á đù bệnh tâm thần mà cho làm trung tá mới hay,hèn gì bọn đảng cs toàn là một lủ tâm thần nhưng hám của.",2
B53,0
Ơi cô em cái miệt dzường,0
"Chuẩn bị giảm lương, tăng giờ làm, hết vốn hỗ trợ ODA rồi còn thêm đường ống nước Sông Đà do Mẫu Quốc làm, rồi biển thì bán dần vì Dân không biết cột mốc ở đâu, thằng nào giỏi thì chỉ có chết cứ ngu như thí chủ thì sống nham nhở cũng vui",0
Tung Lam còn slot nào hongggg a,0
"Cô bé nói đúng, giáo viên dạy sử mà o truyền được cảm hứng cho hs thì làm sao các em o chán được. Tôi nhớ hồi trước 1975 tụi tôi may mắn được học với một người thầy dạy sử rất hay, vào tiết thầy vừa dạy vừa kể chuyện và còn làm điệu bộ rất sống động làm cho tụi tui rất thích, vào tiết của thầy học vừa o căng thẳng vừa dễ nhớ nua",0
Minh Toàn Chu Hãy Trao Cho Anh đó bạn... mình nói mới là mới nhất chứ đâu phải mới ra đâu🙂,0
Hãng hàng kem đanhs răng PS xin trân trọng tài trợ răng trắng sáng,0
Thương Bác 😢😢 mà sao Con nhìn Bác Bác đẹp thế nhở😗 nói tới thì lại nhớ con Nhung!,0
chụp ảnh tết sớm cùng thầy 🤣🤣,0
Làm tui với😝,0
Sub lại kênh cho thầy nha mng và nhớ là kênh mới là kênh kĩ năng nha,0
Học sinh như cái đách l abe,2
"Đồng lòng , đồng tâm và đồng ý thức nữa ạ 🙄",0
/ff,0
Toàn Trịnh nó tốt hay ko thì kệ mẹ tụi nó,1
Người ta chuyển giới nc giống đàn bà con gái . Còn lâm khách chi giọng như vịt đực í nhỉ,2
não chó thì câm đi,2
Lâu lâu phát biểu 1 câu gây hại não người dân !,0
ở đâu có púck ở đó có tấu hài,0
Bác Đam và Việt Nam cố lên 🙆🙆,0
Vòng tiền xoay vòng lo nhìu mặt khác của xã hội chứ đâu lo cho mỗi bạn. Vd tiền xây biệt phủ tiền cho con đi du học...,1
Bảo Tín tối a lên luôn đi,0
Chj đang có vicorona sao chị đi  chúc chị đi vui vẻ,0
NT Ngọc Trinh bạn tui bên đó đừng đi bảr nhen 😌,0
Thầy ơi giáo án mới 0177 của con nè :),0
Cô chua rât hay chua trân đoàn là đung,0
Chịu rồi =))),0
Ba tui có 2 cái quần mà mặc như này là giống i anh Tiệp luôn,0
